CLASS,ITEM NUMBER,,,DESCRIPTION,COLOR,QUANTITY/BAG,UNIT OF MEASURE,COST
CL,20099,Plastic Shirt Clips with Teeth,Shipping Supplies,Plastic Shirt Clips with Teeth,Clear," 1,000 ",Bag,6.99
