CLASS,ITEM NUMBER,,,DESCRIPTION,TAPE WIDTHS (Inches),UNIT OF MEASURE,COST
TP,BP333PLUS,Better Pack Manual 333 Plus Reinforced Tape Dispenser Machine,Shipping Supplies,Better Pack Manual 333 Plus Reinforced Tape Dispenser Machine,1.5 - 3,Each,283.50
