CLASS,ITEM NUMBER,,,DESCRIPTION,SIZE (Inches),LENGTH (Feet),ROLLS/CASE,WEIGHT/UOM,UNIT OF MEASURE,COST
TP,HYSTIK886,Paper Carton Sealing Masking Tape,Tape,Paper Carton Sealing Masking Tape,2,164,24,,Case,59.84
