CLASS,ITEM NUMBER,,,DESCRIPTION,SIZE (Inches),QUANTITY/BUNDLE,UNIT OF MEASURE,COST
STS,SRL-202,Consecutively Numbered Self-Locking Globe Mechanical Truck Seal,Shipping Supplies,Consecutively Numbered Self-Locking Globe Mechanical Truck Seal,7 x 5/16,100,Bundle,12.06
