ITEM CLASS,ITEM NUMBER,Display Title,Category,LENGTH,WIDTH,DEPTH,DESCRIPTION,PRINT,COLOR,STRENGTH,FLUTE,STYLE,LENGTH,WIDTH,DEPTH,WEIGHT/PALLET,WEIGHT/M ,BUNDLE QTY,PALLET QTY,UNIT OF MEASURE,COST
CB,11609031,Corrugated Box,Corrugated Boxes,16,9,3,Corrugated Box 16 X 9 X 3  ,Plain,Kraft,200#,C,RSC,,,,,557,25,1000,Each,0.607
CB,11610061,Corrugated Box,Corrugated Boxes,16,10,6,Corrugated Box 16 X 10 X 6  ,Plain,Kraft,200#,C,RSC,,,,,757,25,750,Each,0.52
CB,11610081,Corrugated Box,Corrugated Boxes,16,10,8,Corrugated Box 16 X 10 X 8  ,Plain,Kraft,ECT 32,C,RSC,,,,,846,25,500,Each,0.344
CB,11610101,Corrugated Box,Corrugated Boxes,16,10,10,Corrugated Box 16 X 10 X 10  ,Plain,Kraft,200#,C,RSC,,,,,935,25,500,Each,0.774
CB,11611091,Corrugated Box,Corrugated Boxes,16,11,9,Corrugated Box 16 X 11 X 9  ,Plain,Kraft,200#,C,RSC,,,,,970,25,500,Each,0.847
CB,11611101,Corrugated Box,Corrugated Boxes,16,11,10,Corrugated Box 16 X 11 X 10,Plain,Kraft,200#,C,RSC,,,,,1016,25,500,Each,0.71
CB,11612041,Corrugated Box,Corrugated Boxes,16,12,4,Corrugated Box 16 X 12 X 4  ,Plain,Kraft,ECT 32,C,RSC,,,,,814,25,500,Each,0.315
CB,11612061,Corrugated Box,Corrugated Boxes,16,12,6,Corrugated Box 16 X 12 X 6  ,Plain,Kraft,200#,C,RSC,,,,,9110,25,500,Each,0.5
CB,11612081,Corrugated Box,Corrugated Boxes,16,12,8,Corrugated Box 16 X 12 X 8  ,Plain,Kraft,ECT 32,C,RSC,,,,,1005,25,500,Each,0.38
CB,11612101,Corrugated Box,Corrugated Boxes,16,12,10,Corrugated Box 16 X 12 X 10  ,Plain,Kraft,ECT 32,C,RSC,,,,,1100,25,600,Each,0.44
CB,11612121,Corrugated Box,Corrugated Boxes,16,12,12,Corrugated Box 16 X 12 X 12  ,Plain,Kraft,200#,C,RSC,,,,,1197,25,500,Each,0.711
CB,11614041,Corrugated Box,Corrugated Boxes,16,14,4,Corrugated Box 16 X 14 X 4  ,Plain,Kraft,ECT 32,C,RSC,,,,,973,25,500,Each,0.37
CB,11614051,Corrugated Box,Corrugated Boxes,16,14,5,Corrugated Box 16 X 14 X 5  ,Plain,Kraft,200#,C,RSC,,,,,1040,25,500,Each,0.992
CB,11614061,Corrugated Box,Corrugated Boxes,16,14,6,Corrugated Box 16 X 14 X 6  ,Plain,Kraft,200#,C,RSC,,,,,1076,25,500,Each,0.71
CB,11614081,Corrugated Box,Corrugated Boxes,16,14,8,Corrugated Box 16 X 14 X 8  ,Plain,Kraft,200#,C,RSC,,,,,1178,25,500,Each,0.759
CB,11614101,Corrugated Box,Corrugated Boxes,16,14,10,Corrugated Box 16 X 14 X 10  ,Plain,Kraft,ECT 32,C,RSC,,,,,1281,25,500,Each,0.505
CB,11614121,Corrugated Box,Corrugated Boxes,16,14,12,Corrugated Box 16 X 14 X 12  ,Plain,Kraft,ECT 32,C,RSC,,,,,1383,25,500,Each,0.569
CB,11616041,Corrugated Box,Corrugated Boxes,16,16,4,Corrugated Box 16 X 16 X 4  ,Plain,Kraft,200#,C,RSC,,,,,1146,25,500,Each,0.715
CB,11616061,Corrugated Box,Corrugated Boxes,16,16,6,Corrugated Box 16 X 16 X 6  ,Plain,Kraft,200#,C,RSC,,,,,1256,25,500,Each,0.69
CB,11616081,Corrugated Box,Corrugated Boxes,16,16,8,Corrugated Box 16 X 16 X 8  ,Plain,Kraft,200#,C,RSC,,,,,1365,20,560,Each,0.872
CB,11616091,Corrugated Box,Corrugated Boxes,16,16,9,Corrugated Box 16 X 16 X 9  ,Plain,Kraft,200#,C,RSC,,,,,1420,20,560,Each,1.041
CB,11616101,Corrugated Box,Corrugated Boxes,16,16,10,Corrugated Box 16 X 16 X 10  ,Plain,Kraft,200#,C,RSC,,,,,1474,20,240,Each,0.89
CB,11616111,Corrugated Box,Corrugated Boxes,16,16,11,Corrugated Box 16 X 16 X 11  ,Plain,Kraft,200#,C,RSC,,,,,1529,25,250,Each,1.142
CB,11616121,Corrugated Box,Corrugated Boxes,16,16,12,Corrugated Box 16 X 16 X 12  ,Plain,Kraft,200#,C,RSC,,,,,1583,15,270,Each,0.92
CB,11616161,Corrugated Box,Corrugated Boxes,16,16,16,Corrugated Box 16 X 16 X 16  ,Plain,Kraft,200#,C,RSC,,,,,1802,15,270,Each,0.87
CB,11616191,Corrugated Box,Corrugated Boxes,16,16,19,Corrugated Box 16 X 16 X 19  ,Plain,Kraft,200#,C,RSC,,,,,1966,25,250,Each,1.804
CB,11616261,Corrugated Box,Corrugated Boxes,16,16,26,Corrugated Box 16 X 16 X 26  ,Plain,Kraft,200#,C,RSC,,,,,2522,15,270,Each,2.058
CB,11616301,Corrugated Box,Corrugated Boxes,16,16,30,Corrugated Box 16 X 16 X 30  ,Plain,Kraft,200#,C,RSC,,,,,2662,10,280,Each,3.07
CB,11616341,Corrugated Box,Corrugated Boxes,16,16,34,Corrugated Box 16 X 16 X 34  ,Plain,Kraft,200#,C,RSC,,,,,2785,10,140,Each,2.831
CB,11616361,Corrugated Box,Corrugated Boxes,16,16,36,Corrugated Box 16 X 16 X 36,Plain,Kraft,200#,C,RSC,,,,,2835,10,130,Each,2.444
CB,11706061,Corrugated Box,Corrugated Boxes,17,6,6,Corrugated Box 17 X 6 X 6  ,Plain,Kraft,200#,C,RSC,,,,,513,25,1000,Each,0.452
CB,11707071,Corrugated Box,Corrugated Boxes,17,7,7,Corrugated Box 17 X 7 X 7  ,Plain,Kraft,200#,C,RSC,,,,,617,25,1000,Each,0.681
CB,11709091,Corrugated Box,Corrugated Boxes,17,9,9,Corrugated Box 17 X 9 X 9  ,Plain,Kraft,200#,C,RSC,,,,,846,25,750,Each,0.835
CB,11710061,Corrugated Box,Corrugated Boxes,17,10,6,Corrugated Box 17 X 10 X 6  ,Plain,Kraft,200#,C,RSC,,,,,785,25,750,Each,0.802
CB,11710071,Corrugated Box,Corrugated Boxes,17,10,7,Corrugated Box 17 X 10 X 7  ,Plain,Kraft,200#,C,RSC,,,,,820,25,500,Each,1.048
CB,11711021,Corrugated Box,Corrugated Boxes,17,11,2,Corrugated Box 17 X 11 X 2-5/8 - 17X,Plain,Kraft,ECT 32,C,RSC,,,,,707,25,500,Each,0.308
CB,11713131,Corrugated Box,Corrugated Boxes,17,13,13,Corrugated Box 17 X 13 X 13  ,Plain,Kraft,200#,C,RSC,,,,,1426,25,500,Each,1.007
CB,11714051,Corrugated Box,Corrugated Boxes,17,14,5,Corrugated Box 17 X 14 X 5  ,Plain,Kraft,200#,C,RSC,,,,,1035,25,500,Each,0.86
CB,11714091,Corrugated Box,Corrugated Boxes,17,14,9,Corrugated Box 17 X 14 X 9  ,Plain,Kraft,200#,C,RSC,,,,,1270,25,250,Each,0.86
CB,11715081,Corrugated Box,Corrugated Boxes,17,15,8,"Corrugated Box 17 X 15 X 8-1/2     W/ 2-1/2"", 4-1/2"", 6-1/2""  SCORES",Plain,Kraft,200#,C,RSC,,,,,1437,25,250,Each,1.452
CB,11715111,Corrugated Box,Corrugated Boxes,17,15,11,Corrugated Box 17 X 15 X 11  ,Plain,Kraft,200#,C,RSC,,,,,1516,20,280,Each,1.328
CB,11717081,Corrugated Box,Corrugated Boxes,17,17,8,Corrugated Box 17 X 17 X 8  ,Plain,Kraft,200#,C,RSC,,,,,1547,25,500,Each,1.367
CB,11717171,Corrugated Box,Corrugated Boxes,17,17,17,Corrugated Box 17 X 17 X 17  ,Plain,Kraft,200#,C,RSC,,,,,2029,15,270,Each,1.536
CB,11717211,Corrugated Box,Corrugated Boxes,17,17,21,Corrugated Box 17 X 17 X 21  ,Plain,Kraft,200#,C,RSC,,,,,2336,15,135,Each,2.033
CB,11806061,Corrugated Box,Corrugated Boxes,18,6,6,Corrugated Box 18 X 6 X 6  ,Plain,Kraft,200#,C,RSC,,,,,535,25,750,Each,0.39
CB,11808061,Corrugated Box,Corrugated Boxes,18,8,6,Corrugated Box 18 X 8 X 6  ,Plain,Kraft,200#,C,RSC,,,,,668,25,500,Each,0.666
CB,11809091,Corrugated Box,Corrugated Boxes,18,9,9,Corrugated Box 18 X 9 X 9  ,Plain,Kraft,200#,C,RSC,,,,,878,25,625,Each,0.57
CB,11810061,Corrugated Box,Corrugated Boxes,18,10,6,Corrugated Box 18 X 10 X 6  ,Plain,Kraft,200#,C,RSC,,,,,814,25,500,Each,0.679
CB,11810081,Corrugated Box,Corrugated Boxes,18,10,8,Corrugated Box 18 X 10 X 8  ,Plain,Kraft,200#,C,RSC,,,,,930,25,500,Each,0.908
CB,11810101,Corrugated Box,Corrugated Boxes,18,10,10,Corrugated Box 18 X 10 X 10  ,Plain,Kraft,200#,C,RSC,,,,,1005,25,500,Each,0.65
CB,11812051,Corrugated Box,Corrugated Boxes,18,12,5,Corrugated Box 18 X 12 X 5 - D18,Plain,Kraft,ECT 32,C,RSC,,,,,922,25,500,Each,0.325
CB,11812061,Corrugated Box,Corrugated Boxes,18,12,6,Corrugated Box 18 X 12 X 6,Plain,Kraft,ECT 32,C,RSC,,,,,973,25,500,Each,0.385
CB,11812081,Corrugated Box,Corrugated Boxes,18,12,8,Corrugated Box 18 X 12 X 8,Plain,Kraft,ECT 32,C,RSC,,,,,1076,25,500,Each,0.42
CB,11812091,Corrugated Box,Corrugated Boxes,18,12,9,Corrugated Box 18 X 12 X 9,Plain,Kraft,200#,C,RSC,,,,,1127,25,500,Each,0.968
CB,11812101,Corrugated Box,Corrugated Boxes,18,12,10,Corrugated Box 18 X 12 X 10,Plain,Kraft,200#,C,RSC,,,,,1178,25,500,Each,0.682
CB,11812121,Corrugated Box,Corrugated Boxes,18,12,12,Corrugated Box 18 X 12 X 12,Plain,Kraft,200#,C,RSC,,,,,1280,20,560,Each,0.73
CB,11813111,Corrugated Box,Corrugated Boxes,18,13,11,Corrugated Box 18 X 13 X 11  ,Plain,Kraft,200#,C,RSC,,,,,1300,25,250,Each,0.96
CB,11813121,Corrugated Box,Corrugated Boxes,18,13,12,Corrugated Box 18 X 13 X 12,Plain,Kraft,200#,C,RSC,,,,,1376,15,270,Each,1.229
CB,11814041,Corrugated Box,Corrugated Boxes,18,14,4,Corrugated Box 18 X 14 X 4  ,Plain,Kraft,200#,C,RSC,,,,,1037,25,500,Each,1.048
CB,11814061,Corrugated Box,Corrugated Boxes,18,14,6,Corrugated Box 18 X 14 X 6  ,Plain,Kraft,200#,C,RSC,,,,,1146,25,500,Each,0.703
CB,11814081,Corrugated Box,Corrugated Boxes,18,14,8,Corrugated Box 18 X 14 X 8  ,Plain,Kraft,200#,C,RSC,,,,,1256,25,500,Each,0.84
CB,11814101,Corrugated Box,Corrugated Boxes,18,14,10,Corrugated Box 18 X 14 X 10  ,Plain,Kraft,200#,C,RSC,,,,,1365,25,500,Each,0.9
CB,11814121,Corrugated Box,Corrugated Boxes,18,14,12,Corrugated Box 18 X 14 X 12  ,Plain,Kraft,ECT 32,C,RSC,,,,,1474,25,600,Each,0.57
CB,11814131,Corrugated Box,Corrugated Boxes,18,14,13,Corrugated Box 18 X 14 X 13-1/4,Plain,Kraft,ECT 32,C,RSC,,,,,,25,300,Each,0.575
CB,11816041,Corrugated Box,Corrugated Boxes,18,16,4,Corrugated Box 18 X 16 X 4  ,Plain,Kraft,200#,C,RSC,,,,,1217,25,500,Each,1.077
CB,11816061,Corrugated Box,Corrugated Boxes,18,16,6,Corrugated Box 18 X 16 X 6  ,Plain,Kraft,200#,C,RSC,,,,,1333,25,250,Each,0.95
CB,11816081,Corrugated Box,Corrugated Boxes,18,16,8,Corrugated Box 18 X 16 X 8  ,Plain,Kraft,200#,C,RSC,,,,,1430,25,250,Each,1.34
CB,11816101,Corrugated Box,Corrugated Boxes,18,16,10,Corrugated Box 18 X 16 X 10  ,Plain,Kraft,200#,C,RSC,,,,,1565,20,280,Each,1.1
CB,11816121,Corrugated Box,Corrugated Boxes,18,16,12,Corrugated Box 18 X 16 X 12  ,Plain,Kraft,200#,C,RSC,,,,,1681,15,270,Each,1.02
CB,11818041,Corrugated Box,Corrugated Boxes,18,18,4,Corrugated Box 18 X 18 X 4  ,Plain,Kraft,200#,C,RSC,,,,,1410,25,500,Each,0.9
CB,11818061,Corrugated Box,Corrugated Boxes,18,18,6,Corrugated Box 18 X 18 X 6  ,Plain,Kraft,200#,C,RSC,,,,,1533,25,250,Each,1.313
CB,11818081,Corrugated Box,Corrugated Boxes,18,18,8,Corrugated Box 18 X 18 X 8,Plain,Kraft,200#,C,RSC,,,,,1656,20,280,Each,1.1
CB,11818101,Corrugated Box,Corrugated Boxes,18,18,10,Corrugated Box 18 X 18 X 10  ,Plain,Kraft,200#,C,RSC,,,,,1778,25,250,Each,1.368
CB,11818121,Corrugated Box,Corrugated Boxes,18,18,12,Corrugated Box 18 X 18 X 12  ,Plain,Kraft,200#,C,RSC,,,,,1901,15,270,Each,0.997
CB,11818151,Corrugated Box,Corrugated Boxes,18,18,15,Corrugated Box 18 X 18 X 15  ,Plain,Kraft,200#,C,RSC,,,,,2085,15,270,Each,1.674
CB,11818161,Corrugated Box,Corrugated Boxes,18,18,16,Corrugated Box 18 X 18 X 16,Plain,Kraft,200#,C,RSC,,,,,2300,15,270,Each,1.814
CB,11818181,Corrugated Box,Corrugated Boxes,18,18,18,Corrugated Box 18 X 18 X 18  ,Plain,Kraft,200#,C,RSC,,,,,2269,15,270,Each,1.674
CB,11818241,Corrugated Box,Corrugated Boxes,18,18,24,Corrugated Box 18 X 18 X 24,Plain,Kraft,200#,C,RSC,,,,,2826,15,135,Each,2.234
CB,11818251,Corrugated Box,Corrugated Boxes,18,18,25,Corrugated Box 18 X 18 X 25  ,Plain,Kraft,200#,C,RSC,,,,,2779,15,270,Each,2.05
CB,11812082,Corrugated Box,Corrugated Boxes,18,12,8,Corrugated Box 18-1/4 X 12-1/4 X 8  ,Plain,Kraft,200#,C,RSC,,,,,1132,25,500,Each,1.239
CB,11812092,Corrugated Box,Corrugated Boxes,18,12,9,Corrugated Box 18-5/16 X 12-1/4 X 9-5/16,Plain,Kraft,200#,C,RSC,,,,,1190,25,500,Each,1.005
CB,11818102,Corrugated Box,Corrugated Boxes,18,18,10,Corrugated Box 18-1/2 X 18-1/2 X 10-1/2  ,Plain,Kraft,200#,C,RSC,,,,,1938,15,270,Each,1.697
CB,11818162,Corrugated Box,Corrugated Boxes,18,18,16,Corrugated Box 18-1/2 X 18-1/2 X 16-1/2,Plain,Kraft,200#,C,RSC,,,,,2268,15,135,Each,2.234
CB,11818201,Corrugated Box,Corrugated Boxes,18,18,20,Corrugated Box 18-1/2 X 18-1/2 X 20-1/2  ,Plain,Kraft,200#,C,RSC,,,,,2520,15,135,Each,2.369
CB,11818242,Corrugated Box,Corrugated Boxes,18,18,24,Corrugated Box 18-1/2 X 18-1/2 X 24  ,Plain,Kraft,200#,C,RSC,,,,,2822,15,270,Each,2.93
CB,11818301,Corrugated Box,Corrugated Boxes,18,18,30,Corrugated Box 18-1/2 X 18-1/2 X 30-1/2  ,Plain,Kraft,200#,C,RSC,,,,,3151,10,130,Each,2.89
CB,11818361,Corrugated Box,Corrugated Boxes,18,18,36,Corrugated Box 18-1/2 X 18-1/2 X 36  ,Plain,Kraft,200#,C,RSC,,,,,3497,10,140,Each,3.629
CB,11818401,Corrugated Box,Corrugated Boxes,18,18,40,Corrugated Box 18-1/2 X 18-1/2 X 40  ,Plain,Kraft,200#,C,RSC,,,,,3869,10,130,Each,4.606
CB,11818441,Corrugated Box,Corrugated Boxes,18,18,44,Corrugated Box 18-1/2 X 18-1/2 X 44  ,Plain,Kraft,200#,C,RSC,,,,,4131,5,140,Each,5.58
CB,11818521,Corrugated Box,Corrugated Boxes,18,18,52,Corrugated Box 18-1/2 X 18-1/2 X 52  ,Plain,Kraft,200#,C,RSC,,,,,4654,5,140,Each,5.58
CB,11812072,Corrugated Box,Corrugated Boxes,18,12,7,Corrugated Box 18-5/8 X 12-1/2 X 7-1/2  ,Plain,Kraft,200#,C,RSC,,,,,1116,25,500,Each,1.048
CB,11810091,Corrugated Box,Corrugated Boxes,18,10,9,Corrugated Box 18-3/4 X 10-3/4 X 9-1/2  ,Plain,Kraft,200#,C,RSC,,,,,1071,25,500,Each,1.255
CB,11812071,Corrugated Box,Corrugated Boxes,18,12,7,Corrugated Box 18-3/4 X 12-1/4 X 7  ,Plain,Kraft,200#,C,RSC,,,,,1096,25,500,Each,1.181
CB,11906041,Corrugated Box,Corrugated Boxes,19,6,4,Corrugated Box 19 X 6 X 4  ,Plain,Kraft,200#,C,RSC,,,,,378,25,1000,Each,0.6
CB,11907071,Corrugated Box,Corrugated Boxes,19,7,7,Corrugated Box 19 X 7 X 7  ,Plain,Kraft,200#,C,RSC,,,,,668,25,750,Each,0.666
CB,11908081,Corrugated Box,Corrugated Boxes,19,8,8,Corrugated Box 19 X 8 X 8  ,Plain,Kraft,200#,C,RSC,,,,,810,25,750,Each,0.81
CB,11912031,Corrugated Box,Corrugated Boxes,19,12,3,Corrugated Box 19 X 12 X 3-1/2 - 19X,Plain,Kraft,ECT 32,C,RSC,,,,,784,25,500,Each,0.35
CB,11912041,Corrugated Box,Corrugated Boxes,19,12,4,Corrugated Box 19 X 12 X 4  ,Plain,Kraft,200#,C,RSC,,,,,899,25,500,Each,0.886
CB,11912131,Corrugated Box,Corrugated Boxes,19,12,13,Corrugated Box 19 X 12-1/2 X 13-3/4,Plain,Kraft,200#,C,RSC,,,,,1574,15,270,Each,1.34
CB,11914121,Corrugated Box,Corrugated Boxes,19,14,12,Corrugated Box 19 X 14-1/4 X 12,Plain,Kraft,200#,C,RSC,,,,,1571,15,270,Each,0.96
CB,11915061,Corrugated Box,Corrugated Boxes,19,15,6,Corrugated Box 19 X 15 X 6  ,Plain,Kraft,200#,C,RSC,,,,,1275,25,500,Each,1.2
CB,11916191,Corrugated Box,Corrugated Boxes,19,16,19,Corrugated Box 19 X 16 X 19  ,Plain,Kraft,200#,C,RSC,,,,,2208,15,270,Each,2.092
CB,11914071,Corrugated Box,Corrugated Boxes,19,14,7,Corrugated Box 19-1/2 X 14-11/16 X 7,Plain,Kraft,200#,C,RSC,,,,,1352,25,500,Each,1.577
CB,11914101,Corrugated Box,Corrugated Boxes,19,14,10,Corrugated Box 19-3/4 X 14-3/4 X 10-1/8  ,Plain,Kraft,200#,C,RSC,,,,,1529,25,250,Each,1.606
CB,11915131,Corrugated Box,Corrugated Boxes,19,15,13,Corrugated Box 19-3/4 X 15 X 13,Plain,Kraft,200#,C,RSC,,,,,1717,25,250,Each,1.674
CB,12004041,Corrugated Box,Corrugated Boxes,20,4,4,Corrugated Box 20 X 4 X 4  ,Plain,Kraft,200#,C,RSC,,,,,370,25,1500,Each,0.469
CB,12005051,Corrugated Box,Corrugated Boxes,20,5,5,Corrugated Box 20 X 5 X 5  ,Plain,Kraft,200#,C,RSC,,,,,475,25,1000,Each,0.545
CB,12006061,Corrugated Box,Corrugated Boxes,20,6,6,Corrugated Box 20 X 6 X 6  ,Plain,Kraft,200#,C,RSC,,,,,578,25,1000,Each,0.581
CB,12008081,Corrugated Box,Corrugated Boxes,20,8,8,Corrugated Box 20 X 8 X 8  ,Plain,Kraft,200#,C,RSC,,,,,814,25,750,Each,0.802
CB,12010061,Corrugated Box,Corrugated Boxes,20,10,6,Corrugated Box 20 X 10 X 6  ,Plain,Kraft,200#,C,RSC,,,,,911,25,750,Each,0.81
CB,12010081,Corrugated Box,Corrugated Boxes,20,10,8,Corrugated Box 20 X 10 X 8  ,Plain,Kraft,200#,C,RSC,,,,,973,25,500,Each,0.88
CB,12010101,Corrugated Box,Corrugated Boxes,20,10,10,Corrugated Box 20 X 10 X 10  ,Plain,Kraft,200#,C,RSC,,,,,1076,25,500,Each,0.847
CB,12012061,Corrugated Box,Corrugated Boxes,20,12,6,Corrugated Box 20 X 12 X 6  ,Plain,Kraft,200#,C,RSC,,,,,1037,25,500,Each,0.694
CB,12012081,Corrugated Box,Corrugated Boxes,20,12,8,Corrugated Box 20 X 12 X 8  ,Plain,Kraft,200#,C,RSC,,,,,1146,25,500,Each,0.78
CB,12012101,Corrugated Box,Corrugated Boxes,20,12,10,Corrugated Box 20 X 12 X 10  ,Plain,Kraft,200#,C,RSC,,,,,1256,25,500,Each,0.853
CB,12012121,Corrugated Box,Corrugated Boxes,20,12,12,Corrugated Box 20 X 12 X 12,Plain,Kraft,200#,C,RSC,,,,,1365,25,500,Each,0.85
CB,12013101,Corrugated Box,Corrugated Boxes,20,13,10,Corrugated Box 20 X 13 X 10  ,Plain,Kraft,200#,C,RSC,,,,,1351,15,540,Each,0.91
CB,12014061,Corrugated Box,Corrugated Boxes,20,14,6,Corrugated Box 20 X 14 X 6  ,Plain,Kraft,200#,C,RSC,,,,,1217,25,500,Each,0.78
CB,12014101,Corrugated Box,Corrugated Boxes,20,14,10,Corrugated Box 20 X 14 X 10  ,Plain,Kraft,200#,C,RSC,,,,,1449,25,500,Each,0.96
CB,12014121,Corrugated Box,Corrugated Boxes,20,14,12,Corrugated Box 20 X 14 X 12  ,Plain,Kraft,200#,C,RSC,,,,,1565,20,400,Each,1.01
CB,12014141,Corrugated Box,Corrugated Boxes,20,14,14,Corrugated Box 20 X 14 X 14  ,Plain,Kraft,200#,C,RSC,,,,,1681,15,270,Each,1.13
CB,12015081,Corrugated Box,Corrugated Boxes,20,15,8,Corrugated Box 20 X 15 X 8-1/2  ,Plain,Kraft,200#,C,RSC,,,,,1464,25,500,Each,1.255
CB,12015091,Corrugated Box,Corrugated Boxes,20,15,9,Corrugated Box 20 X 15 X 9  ,Plain,Kraft,200#,C,RSC,,,,,1500,25,500,Each,1.58
CB,12015151,Corrugated Box,Corrugated Boxes,20,15,15,Corrugated Box 20 X 15 X 15  ,Plain,Kraft,200#,C,RSC,,,,,7849,15,270,Each,1.34
CB,12016081,Corrugated Box,Corrugated Boxes,20,16,8,Corrugated Box 20 X 16 X 8  ,Plain,Kraft,200#,C,RSC,,,,,1571,25,500,Each,0.977
CB,12016121,Corrugated Box,Corrugated Boxes,20,16,12,Corrugated Box 20 X 16 X 12  ,Plain,Kraft,200#,C,RSC,,,,,1906,25,250,Each,1.06
CB,12016141,Corrugated Box,Corrugated Boxes,20,16,14,Corrugated Box 20 X 16 X 14,Plain,Kraft,200#,C,RSC,,,,,1760,25,250,Each,0.819
CB,12016161,Corrugated Box,Corrugated Boxes,20,16,16,Corrugated Box 20 X 16 X 16  ,Plain,Kraft,200#,C,RSC,,,,,2078,15,270,Each,1.27
CB,12016221,Corrugated Box,Corrugated Boxes,20,16,22,Corrugated Box 20 X 16 X 22  ,Plain,Kraft,200#,C,RSC,,,,,2461,15,270,Each,2.021
CB,12018161,Corrugated Box,Corrugated Boxes,20,18,16,Corrugated Box 20 X 18 X 16,Plain,Kraft,ECT 32,C,RSC,,,,,,25,150,Each,0.911
CB,12018221,Corrugated Box,Corrugated Boxes,20,18,22,Corrugated Box 20 X 18 X 22  ,Plain,Kraft,200#,C,RSC,,,,,2652,15,135,Each,2.444
CB,12020041,Corrugated Box,Corrugated Boxes,20,20,4,Corrugated Box 20 X 20 X 4,Plain,Kraft,200#,C,RSC,,,,,1575,25,250,Each,1.13
CB,12020061,Corrugated Box,Corrugated Boxes,20,20,6,Corrugated Box 20 X 20 X 6  ,Plain,Kraft,200#,C,RSC,,,,,1837,25,250,Each,1.16
CB,12020071,Corrugated Box,Corrugated Boxes,20,20,7,Corrugated Box 20 X 20 X 7  ,Plain,Kraft,200#,C,RSC,,,,,1905,25,250,Each,1.746
CB,12020081,Corrugated Box,Corrugated Boxes,20,20,8,Corrugated Box 20 X 20 X 8  ,Plain,Kraft,200#,C,RSC,,,,,1973,15,270,Each,1.674
CB,12020101,Corrugated Box,Corrugated Boxes,20,20,10,Corrugated Box 20 X 20 X 10  ,Plain,Kraft,200#,C,RSC,,,,,2109,15,270,Each,1.549
CB,12020111,Corrugated Box,Corrugated Boxes,20,20,11,Corrugated Box 20 X 20 X 11  ,Plain,Kraft,200#,C,RSC,,,,,2233,15,270,Each,2.066
CB,12020121,Corrugated Box,Corrugated Boxes,20,20,12,Corrugated Box 20 X 20 X 12  ,Plain,Kraft,200#,C,RSC,,,,,2245,15,270,Each,1.43
CB,12020131,Corrugated Box,Corrugated Boxes,20,20,13,Corrugated Box 20 X 20 X 13  ,Plain,Kraft,200#,C,RSC,,,,,2374,15,270,Each,1.84
CB,12020141,Corrugated Box,Corrugated Boxes,20,20,14,Corrugated Box 20 X 20 X 14  ,Plain,Kraft,200#,C,RSC,,,,,2382,15,270,Each,1.53
CB,12020151,Corrugated Box,Corrugated Boxes,20,20,15,Corrugated Box 20 X 20 X 15  ,Plain,Kraft,200#,C,RSC,,,,,2540,15,270,Each,1.42
CB,12020161,Corrugated Box,Corrugated Boxes,20,20,16,Corrugated Box 20 X 20 X 16  ,Plain,Kraft,200#,C,RSC,,,,,2518,10,130,Each,1.57
CB,12020181,Corrugated Box,Corrugated Boxes,20,20,18,Corrugated Box 20 X 20 X 18,Plain,Kraft,200#,C,RSC,,,,,2654,15,135,Each,2.302
CB,12020201,Corrugated Box,Corrugated Boxes,20,20,20,Corrugated Box 20 X 20 X 20,Plain,Kraft,200#,C,RSC,,,,,2790,10,130,Each,1.597
CB,12020241,Corrugated Box,Corrugated Boxes,20,20,24,Corrugated Box 20 X 20 X 24  ,Plain,Kraft,200#,C,RSC,,,,,3148,10,140,Each,2.65
CB,12020251,Corrugated Box,Corrugated Boxes,20,20,25,Corrugated Box 20 X 20 X 25  ,Plain,Kraft,200#,C,RSC,,,,,3130,10,130,Each,2.686
CB,12020281,Corrugated Box,Corrugated Boxes,20,20,28,Corrugated Box 20 X 20 X 28  ,Plain,Kraft,200#,C,RSC,,,,,3433,10,140,Each,3.07
CB,12020361,Corrugated Box,Corrugated Boxes,20,20,36,Corrugated Box 20 X 20 X 36  ,Plain,Kraft,200#,C,RSC,,,,,2879,10,140,Each,3.488
CB,12020401,Corrugated Box,Corrugated Boxes,20,20,40,Corrugated Box 20 X 20 X 40  ,Plain,Kraft,200#,C,RSC,,,,,4151,10,140,Each,3.766
CB,12020421,Corrugated Box,Corrugated Boxes,20,20,42,Corrugated Box 20 X 20 X 42  ,Plain,Kraft,200#,C,RSC,,,,,4422,10,140,Each,7.128
CB,12020481,Corrugated Box,Corrugated Boxes,20,20,48,Corrugated Box 20 X 20 X 48  ,Plain,Kraft,200#,C,RSC,,,,,4845,1,130,Each,4.187
CB,12013071,Corrugated Box,Corrugated Boxes,20,13,7,Corrugated Box 20-3/16 X 13-7/16 X 7-3/4  ,Plain,Kraft,200#,C,RSC,,,,,1290,25,500,Each,1.427
CB,12111111,Corrugated Box,Corrugated Boxes,21,11,11,Corrugated Box 21 X 11 X 11  ,Plain,Kraft,200#,C,RSC,,,,,1285,25,500,Each,1.395
CB,12112121,Corrugated Box,Corrugated Boxes,21,12,12,Corrugated Box 21 X 12 X 12  ,Plain,Kraft,200#,C,RSC,,,,,1407,20,280,Each,1.328
CB,12113131,Corrugated Box,Corrugated Boxes,21,13,13,Corrugated Box 21 X 13 X 13  ,Plain,Kraft,200#,C,RSC,,,,,1604,15,270,Each,1.536
CB,12114101,Corrugated Box,Corrugated Boxes,21,14,10,Corrugated Box 21 X 14 X 10,Plain,Kraft,200#,C,RSC,,,,,1550,15,270,Each,1.206
