ITEM CLASS,ITEM NUMBER,Display Title,Category,LENGTH,WIDTH,DEPTH,DESCRIPTION,PRINT,COLOR,STRENGTH,FLUTE,STYLE,LENGTH,WIDTH,DEPTH,WEIGHT/PALLET,WEIGHT/M ,BUNDLE QTY,PALLET QTY,UNIT OF MEASURE,COST
CB,11205041,Corrugated Box,Corrugated Boxes,12,5,4,Corrugated Box 12 X 5 X 4  ,Plain,Kraft,200#,C,RSC,,,,,294,25,1500,Each,0.375
CB,11206041,Corrugated Box,Corrugated Boxes,12,6,4,Corrugated Box 12 X 6 X 4  ,Plain,Kraft,200#,C,RSC,,,,,341,25,1500,Each,0.25
CB,11206051,Corrugated Box,Corrugated Boxes,12,6,5,Corrugated Box 12 X 6 X 5  ,Plain,Kraft,200#,C,RSC,,,,,373,25,1000,Each,0.362
CB,11206061,Corrugated Box,Corrugated Boxes,12,6,6,Corrugated Box 12 X 6 X 6  ,Plain,Kraft,200#,C,RSC,,,,,404,25,1000,Each,0.265
CB,11207051,Corrugated Box,Corrugated Boxes,12,7,5,Corrugated Box 12 X 7 X 5  ,Plain,Kraft,200#,C,RSC,,,,,447,25,1000,Each,0.353
CB,11208041,Corrugated Box,Corrugated Boxes,12,8,4,Corrugated Box 12 X 8 X 4  ,Plain,Kraft,200#,C,RSC,,,,,447,25,1000,Each,0.37
CB,11208061,Corrugated Box,Corrugated Boxes,12,8,6,Corrugated Box 12 X 8 X 6  ,Plain,Kraft,200#,C,RSC,,,,,516,25,1000,Each,0.386
CB,11208081,Corrugated Box,Corrugated Boxes,12,8,8,Corrugated Box 12 X 8 X 8  ,Plain,Kraft,200#,C,RSC,,,,,585,25,750,Each,0.382
CB,11208101,Corrugated Box,Corrugated Boxes,12,8,10,Corrugated Box 12 X 8 X 10-1/2  ,Plain,Kraft,200#,C,RSC,,,,,671,25,500,Each,0.74
CB,11208102,Corrugated Box,Corrugated Boxes,12,8,10,Corrugated Box 12 X 8-3/4 X 10-1/4,Plain,Kraft,200#,C,RSC,,,,,714,25,500,Each,0.796
CB,11209031,Corrugated Box,Corrugated Boxes,12,9,3,Corrugated Box 12 X 9 X 3  ,Plain,Kraft,ECT 32,C,RSC,,,,,469,25,1200,Each,0.203
CB,11209041,Corrugated Box,Corrugated Boxes,12,9,4,Corrugated Box 12 X 9 X 4  ,Plain,Kraft,200#,C,RSC,,,,,520,25,1000,Each,0.329
CB,11209061,Corrugated Box,Corrugated Boxes,12,9,6,Corrugated Box 12 X 9 X 6  ,Plain,Kraft,200#,C,RSC,,,,,578,25,750,Each,0.34
CB,11209071,Corrugated Box,Corrugated Boxes,12,9,7,Corrugated Box 12 X 9 X 7  ,Plain,Kraft,200#,C,RSC,,,,,614,25,750,Each,0.503
CB,11209091,Corrugated Box,Corrugated Boxes,12,9,9,Corrugated Box 12 X 9 X 9  ,Plain,Kraft,200#,C,RSC,,,,,686,25,750,Each,0.42
CB,11209101,Corrugated Box,Corrugated Boxes,12,9,10,Corrugated Box 12 X 9 X 10  ,Plain,Kraft,200#,C,RSC,,,,,722,25,500,Each,0.641
CB,11209042,Corrugated Box,Corrugated Boxes,12,9,4,Corrugated Box 12 X 9-1/2 X 4  ,Plain,Kraft,200#,C,RSC,,,,,536,25,750,Each,0.503
CB,11209081,Corrugated Box,Corrugated Boxes,12,9,8,Corrugated Box 12 X 9-1/2 X 8  ,Plain,Kraft,200#,C,RSC,,,,,684,25,750,Each,0.678
CB,11209121,Corrugated Box,Corrugated Boxes,12,9,12,Corrugated Box 12 X 9-1/2 X 12  ,Plain,Kraft,200#,C,RSC,,,,,831,25,500,Each,0.769
CB,11210031,Corrugated Box,Corrugated Boxes,12,10,3,Corrugated Box 12 X 10 X 3  ,Plain,Kraft,200#,C,RSC,,,,,529,25,750,Each,0.38
CB,11210041,Corrugated Box,Corrugated Boxes,12,10,4,Corrugated Box 12 X 10 X 4  ,Plain,Kraft,ECT 32,C,RSC,,,,,567,25,900,Each,0.252
CB,11210061,Corrugated Box,Corrugated Boxes,12,10,6,Corrugated Box 12 X 10 X 6  ,Plain,Kraft,ECT 32,C,RSC,,,,,642,25,750,Each,0.274
CB,11210081,Corrugated Box,Corrugated Boxes,12,10,8,Corrugated Box 12 X 10 X 8  ,Plain,Kraft,ECT 32,C,RSC,,,,,718,25,500,Each,0.294
CB,11210091,Corrugated Box,Corrugated Boxes,12,10,9,Corrugated Box 12 X 10 X 9  ,Plain,Kraft,200#,C,RSC,,,,,756,25,500,Each,0.736
CB,11210101,Corrugated Box,Corrugated Boxes,12,10,10,Corrugated Box 12 X 10 X 10  ,Plain,Kraft,200#,C,RSC,,,,,793,25,500,Each,0.572
CB,11211041,Corrugated Box,Corrugated Boxes,12,11,4,Corrugated Box 12 X 11 X 4  ,Plain,Kraft,200#,C,RSC,,,,,631,25,750,Each,0.587
CB,11212021,Corrugated Box,Corrugated Boxes,12,12,2,Corrugated Box 12 X 12 X 2  ,Plain,Kraft,200#,C,RSC,,,,,617,25,750,Each,0.622
CB,11212031,Corrugated Box,Corrugated Boxes,12,12,3,Corrugated Box 12 X 12 X 3  ,Plain,Kraft,200#,C,RSC,,,,,658,25,750,Each,0.59
CB,11212041,Corrugated Box,Corrugated Boxes,12,12,4,Corrugated Box 12 X 12 X 4,Plain,Kraft,200#,C,RSC,,,,,699,25,625,Each,0.39
CB,11212051,Corrugated Box,Corrugated Boxes,12,12,5,Corrugated Box 12 X 12 X 5  ,Plain,Kraft,200#,C,RSC,,,,,741,25,500,Each,0.52
CB,11212061,Corrugated Box,Corrugated Boxes,12,12,6,Corrugated Box 12 X 12 X 6  ,Plain,Kraft,200#,C,RSC,,,,,741,25,900,Each,0.52
CB,11212071,Corrugated Box,Corrugated Boxes,12,12,7,Corrugated Box 12 X 12 X 7  ,Plain,Kraft,200#,C,RSC,,,,,823,25,500,Each,0.743
CB,11212081,Corrugated Box,Corrugated Boxes,12,12,8,Corrugated Box 12 X 12 X 8  ,Plain,Kraft,200#,C,RSC,,,,,864,25,500,Each,0.52
CB,11212091,Corrugated Box,Corrugated Boxes,12,12,9,Corrugated Box 12 X 12 X 9  ,Plain,Kraft,200#,C,RSC,,,,,905,25,500,Each,0.59
CB,11212101,Corrugated Box,Corrugated Boxes,12,12,10,Corrugated Box 12 X 12 X 10  ,Plain,Kraft,200#,C,RSC,,,,,946,25,500,Each,0.554
CB,11212111,Corrugated Box,Corrugated Boxes,12,12,11,Corrugated Box 12 X 12 X 11  ,Plain,Kraft,200#,C,RSC,,,,,1000,25,500,Each,1.159
CB,11212121,Corrugated Box,Corrugated Boxes,12,12,12,Corrugated Box 12 X 12 X 12,Plain,Kraft,200#,C,RSC,,,,,1028,25,500,Each,0.6
CB,11212151,Corrugated Box,Corrugated Boxes,12,12,15,Corrugated Box 12 X 12 X 15  ,Plain,Kraft,200#,C,RSC,,,,,1152,25,500,Each,0.964
CB,11212171,Corrugated Box,Corrugated Boxes,12,12,17,Corrugated Box 12 X 12 X 17-1/2  ,Plain,Kraft,200#,C,RSC,,,,,1255,25,500,Each,1.076
CB,11212201,Corrugated Box,Corrugated Boxes,12,12,20,Corrugated Box 12 X 12 X 20  ,Plain,Kraft,200#,C,RSC,,,,,1358,15,540,Each,1.172
CB,11212241,Corrugated Box,Corrugated Boxes,12,12,24,Corrugated Box 12 X 12 X 24  ,Plain,Kraft,200#,C,RSC,,,,,1619,25,250,Each,1.328
CB,11212251,Corrugated Box,Corrugated Boxes,12,12,25,Corrugated Box 12 X 12 X 25  ,Plain,Kraft,200#,C,RSC,,,,,1564,20,280,Each,1.507
CB,11212271,Corrugated Box,Corrugated Boxes,12,12,27,Corrugated Box 12 X 12 X 27  ,Plain,Kraft,200#,C,RSC,,,,,1717,25,250,Each,2.066
CB,11212301,Corrugated Box,Corrugated Boxes,12,12,30,Corrugated Box 12 X 12 X 30  ,Plain,Kraft,200#,C,RSC,,,,,1770,15,405,Each,1.67
CB,11212361,Corrugated Box,Corrugated Boxes,12,12,36,Corrugated Box 12 X 12 X 36  ,Plain,Kraft,200#,C,RSC,,,,,2017,15,405,Each,2.092
CB,11212401,Corrugated Box,Corrugated Boxes,12,12,40,Corrugated Box 12 X 12 X 40  ,Plain,Kraft,200#,C,RSC,,,,,2182,15,270,Each,2.036
CB,11212481,Corrugated Box,Corrugated Boxes,12,12,48,Corrugated Box 12 X 12 X 48,Plain,Kraft,200#,C,RSC,,,,,2511,15,270,Each,2.569
CB,11212561,Corrugated Box,Corrugated Boxes,12,12,56,Corrugated Box 12 X 12 X 56  ,Plain,Kraft,200#,C,RSC,,,,,2840,10,260,Each,3.335
CB,11209051,Corrugated Box,Corrugated Boxes,12,9,5,Corrugated Box 12-1/4 X 9-1/8 X 5-7/8  ,Plain,Kraft,200#,C,RSC,,,,,588,25,750,Each,0.655
CB,11209062,Corrugated Box,Corrugated Boxes,12,9,6,Corrugated Box 12-1/4 X 9-1/4 X 6-1/4  ,Plain,Kraft,200#,C,RSC,,,,,610,25,750,Each,0.527
CB,11209092,Corrugated Box,Corrugated Boxes,12,9,9,Corrugated Box 12-1/4 X 9-1/4 X 9  ,Plain,Kraft,200#,C,RSC,,,,,751,25,500,Each,0.591
CB,11209122,Corrugated Box,Corrugated Boxes,12,9,12,Corrugated Box 12-1/4 X 9-1/4 X 12-1/2  ,Plain,Kraft,200#,C,RSC,,,,,841,25,500,Each,0.724
CB,11209151,Corrugated Box,Corrugated Boxes,12,9,15,Corrugated Box 12-1/4 X 9-1/4 X 15  ,Plain,Kraft,200#,C,RSC,,,,,933,25,500,Each,1.09
CB,11210082,Corrugated Box,Corrugated Boxes,12,10,8,Corrugated Box 12-1/4 X 10-1/2 X 8  ,Plain,Kraft,200#,C,RSC,,,,,761,25,500,Each,0.894
CB,11212042,Corrugated Box,Corrugated Boxes,12,12,4,Corrugated Box 12-3/8 X 12-3/8 X 4-1/2  ,Plain,Kraft,200#,C,RSC,,,,,763,25,500,Each,0.847
CB,11212062,Corrugated Box,Corrugated Boxes,12,12,6,Corrugated Box 12-3/8 X 12-3/8 X 6-1/2  ,Plain,Kraft,200#,C,RSC,,,,,848,25,500,Each,0.835
CB,11207071,Corrugated Box,Corrugated Boxes,12,7,7,Corrugated Box 12-1/2 X 7 X 7  ,Plain,Kraft,200#,C,RSC,,,,,504,25,750,Each,0.503
CB,11212043,Corrugated Box,Corrugated Boxes,12,12,4,Corrugated Box 12-1/2 X 12-1/2 X 4  ,Plain,Kraft,200#,C,RSC,,,,,749,25,750,Each,0.697
CB,11212082,Corrugated Box,Corrugated Boxes,12,12,8,Corrugated Box 12-1/2 X 12-1/2 X 8,Plain,Kraft,200#,C,RSC,,,,,921,25,500,Each,0.932
CB,11212102,Corrugated Box,Corrugated Boxes,12,12,10,Corrugated Box 12-1/2 X 12-1/2 X 10  ,Plain,Kraft,200#,C,RSC,,,,,1015,25,500,Each,1.144
CB,11212103,Corrugated Box,Corrugated Boxes,12,12,10,Corrugated Box 12-1/2 X 12-1/2 X 10-1/2  ,Plain,Kraft,200#,C,RSC,,,,,1028,25,500,Each,0.957
CB,11212122,Corrugated Box,Corrugated Boxes,12,12,12,Corrugated Box 12-1/2 X 12-1/2 X 12-1/2,Plain,Kraft,200#,C,RSC,,,,,1150,25,500,Each,1.412
CB,11209082,Corrugated Box,Corrugated Boxes,12,9,8,Corrugated Box 12-3/4 X 9-5/16 X 8-11/16  ,Plain,Kraft,200#,C,RSC,,,,,722,25,500,Each,0.878
CB,11308081,Corrugated Box,Corrugated Boxes,13,8,8,Corrugated Box 13 X 8-5/8 X 8  ,Plain,Kraft,200#,C,RSC,,,,,659,25,500,Each,0.576
CB,11308091,Corrugated Box,Corrugated Boxes,13,8,9,Corrugated Box 13 X 8-5/8 X 9-3/4,Plain,Kraft,200#,C,RSC,,,,,725,25,500,Each,0.6
CB,11308061,Corrugated Box,Corrugated Boxes,13,8,6,Corrugated Box 13 X 8-3/4 X 6-7/8  ,Plain,Kraft,200#,C,RSC,,,,,626,25,700,Each,0.782
CB,11309031,Corrugated Box,Corrugated Boxes,13,9,3,Corrugated Box 13 X 9 X 3-3/4  ,Plain,Kraft,200#,C,RSC,,,,,519,25,600,Each,0.641
CB,11309041,Corrugated Box,Corrugated Boxes,13,9,4,Corrugated Box 13 X 9 X 4-3/4  ,Plain,Kraft,200#,C,RSC,,,,,557,25,500,Each,0.45
CB,11309051,Corrugated Box,Corrugated Boxes,13,9,5,Corrugated Box 13 X 9 X 5-1/2  ,Plain,Kraft,200#,C,RSC,,,,,586,25,750,Each,0.581
CB,11309071,Corrugated Box,Corrugated Boxes,13,9,7,Corrugated Box 13 X 9 X 7  ,Plain,Kraft,200#,C,RSC,,,,,642,25,750,Each,0.617
CB,11309081,Corrugated Box,Corrugated Boxes,13,9,8,Corrugated Box 13 X 9 X 8-1/2  ,Plain,Kraft,200#,C,RSC,,,,,699,25,750,Each,0.641
CB,11309111,Corrugated Box,Corrugated Boxes,13,9,11,Corrugated Box 13 X 9 X 11  ,Plain,Kraft,200#,C,RSC,,,,,794,25,500,Each,0.769
CB,11310041,Corrugated Box,Corrugated Boxes,13,10,4,Corrugated Box 13 X 10 X 4  ,Plain,Kraft,200#,C,RSC,,,,,592,25,750,Each,0.43
CB,11310101,Corrugated Box,Corrugated Boxes,13,10,10,Corrugated Box 13 X 10-1/4 X 10  ,Plain,Kraft,200#,C,RSC,,,,,848,25,500,Each,0.758
CB,11311051,Corrugated Box,Corrugated Boxes,13,11,5,Corrugated Box 13 X 11 X 5  ,Plain,Kraft,200#,C,RSC,,,,,700,25,500,Each,0.479
CB,11311091,Corrugated Box,Corrugated Boxes,13,11,9,Corrugated Box 13 X 11 X 9,Plain,Kraft,200#,C,RSC,,,,,900,25,500,Each,0.958
CB,11313041,Corrugated Box,Corrugated Boxes,13,13,4,Corrugated Box 13 X 13 X 4-1/2  ,Plain,Kraft,200#,C,RSC,,,,,823,25,750,Each,0.723
CB,11313071,Corrugated Box,Corrugated Boxes,13,13,7,Corrugated Box 13 X 13 X 7-1/2  ,Plain,Kraft,200#,C,RSC,,,,,957,25,500,Each,0.62
CB,11313101,Corrugated Box,Corrugated Boxes,13,13,10,Corrugated Box 13 X 13 X 10  ,Plain,Kraft,200#,C,RSC,,,,,1068,25,500,Each,0.908
CB,11313121,Corrugated Box,Corrugated Boxes,13,13,12,Corrugated Box 13 X 13 X 12 ,Plain,Kraft,200#,C,RSC,,,,,1150,25,500,Each,1.174
CB,11313131,Corrugated Box,Corrugated Boxes,13,13,13,Corrugated Box 13 X 13 X 13  ,Plain,Kraft,200#,C,RSC,,,,,1202,25,500,Each,0.948
CB,11403031,Corrugated Box,Corrugated Boxes,14,3,3,Corrugated Box 14 X 3 X 3  ,Plain,Kraft,200#,C,RSC,,,,,205,25,1500,Each,0.617
CB,11406041,Corrugated Box,Corrugated Boxes,14,6,4,Corrugated Box 14 X 6 X 4  ,Plain,Kraft,200#,C,RSC,,,,,378,25,1000,Each,0.255
CB,11406061,Corrugated Box,Corrugated Boxes,14,6,6,Corrugated Box 14 X 6 X 6  ,Plain,Kraft,200#,C,RSC,,,,,447,25,1000,Each,0.28
CB,11407071,Corrugated Box,Corrugated Boxes,14,7,7,Corrugated Box 14 X 7 X 7  ,Plain,Kraft,200#,C,RSC,,,,,541,25,750,Each,0.517
CB,11408061,Corrugated Box,Corrugated Boxes,14,8,6,Corrugated Box 14 X 8 X 6  ,Plain,Kraft,200#,C,RSC,,,,,567,25,750,Each,0.333
CB,11408081,Corrugated Box,Corrugated Boxes,14,8,8,Corrugated Box 14 X 8 X 8  ,Plain,Kraft,200#,C,RSC,,,,,640,25,750,Each,0.549
CB,11409091,Corrugated Box,Corrugated Boxes,14,9,9,Corrugated Box 14 X 9 X 9  ,Plain,Kraft,200#,C,RSC,,,,,750,25,500,Each,0.682
CB,11410041,Corrugated Box,Corrugated Boxes,14,10,4,Corrugated Box 14 X 10 X 4  ,Plain,Kraft,200#,C,RSC,,,,,617,25,750,Each,0.4
CB,11410061,Corrugated Box,Corrugated Boxes,14,10,6,Corrugated Box 14 X 10 X 6  ,Plain,Kraft,ECT 32,C,RSC,,,,,700,25,750,Each,0.27
CB,11410081,Corrugated Box,Corrugated Boxes,14,10,8,Corrugated Box 14 X 10 X 8  ,Plain,Kraft,200#,C,RSC,,,,,782,25,750,Each,0.485
CB,11410101,Corrugated Box,Corrugated Boxes,14,10,10,Corrugated Box 14 X 10 X 10  ,Plain,Kraft,200#,C,RSC,,,,,864,25,750,Each,0.539
CB,11410121,Corrugated Box,Corrugated Boxes,14,10,12,Corrugated Box 14 X 10 X 12  ,Plain,Kraft,200#,C,RSC,,,,,946,25,500,Each,0.783
CB,11411031,Corrugated Box,Corrugated Boxes,14,11,3,Corrugated Box 14 X 11 X 3,Plain,Kraft,ECT 32,C,RSC,,,,,642,25,750,Each,0.28
CB,11412041,Corrugated Box,Corrugated Boxes,14,12,4,Corrugated Box 14 X 12 X 4  ,Plain,Kraft,200#,C,RSC,,,,,710,25,750,Each,0.532
CB,11412061,Corrugated Box,Corrugated Boxes,14,12,6,Corrugated Box 14 X 12 X 6  ,Plain,Kraft,200#,C,RSC,,,,,846,25,500,Each,0.529
CB,11412081,Corrugated Box,Corrugated Boxes,14,12,8,"Corrugated Box 14 X 12 X 8-1/2  W/ 2-1/2"", 4-1/2"", 6-1/2"" SCORES",Plain,Kraft,200#,C,RSC,,,,,1034,25,500,Each,0.809
CB,11412091,Corrugated Box,Corrugated Boxes,14,12,9,Corrugated Box 14 X 12 X 9-1/8  ,Plain,Kraft,200#,C,RSC,,,,,1022,25,750,Each,0.67
CB,11412101,Corrugated Box,Corrugated Boxes,14,12,10,Corrugated Box 14 X 12 X 10,Plain,Kraft,200#,C,RSC,,,,,1053,25,500,Each,0.775
CB,11412121,Corrugated Box,Corrugated Boxes,14,12,12,Corrugated Box 14 X 12 X 12  ,Plain,Kraft,ECT 32,C,RSC,,,,,1133,25,500,Each,0.465
CB,11414051,Corrugated Box,Corrugated Boxes,14,14,5,Corrugated Box 14 X 14 X 5  ,Plain,Kraft,200#,C,RSC,,,,,957,25,500,Each,0.666
CB,11414061,Corrugated Box,Corrugated Boxes,14,14,6,Corrugated Box 14 X 14 X 6  ,Plain,Kraft,200#,C,RSC,,,,,1000,25,500,Each,0.654
CB,11414071,Corrugated Box,Corrugated Boxes,14,14,7,Corrugated Box 14 X 14 X 7  ,Plain,Kraft,200#,C,RSC,,,,,1053,25,500,Each,0.908
CB,11414081,Corrugated Box,Corrugated Boxes,14,14,8,Corrugated Box 14 X 14 X 8  ,Plain,Kraft,200#,C,RSC,,,,,1100,25,500,Each,0.704
CB,11414091,Corrugated Box,Corrugated Boxes,14,14,9,Corrugated Box 14 X 14 X 9  ,Plain,Kraft,200#,C,RSC,,,,,1149,25,500,Each,0.977
CB,11414101,Corrugated Box,Corrugated Boxes,14,14,10,Corrugated Box 14 X 14 X 10  ,Plain,Kraft,200#,C,RSC,,,,,1200,25,500,Each,0.738
CB,11414121,Corrugated Box,Corrugated Boxes,14,14,12,Corrugated Box 14 X 14 X 12  ,Plain,Kraft,200#,C,RSC,,,,,1293,25,500,Each,0.825
CB,11414141,Corrugated Box,Corrugated Boxes,14,14,14,Corrugated Box 14 X 14 X 14,Plain,Kraft,200#,C,RSC,,,,,1388,20,560,Each,1.019
CB,11414181,Corrugated Box,Corrugated Boxes,14,14,18,Corrugated Box 14 X 14 X 18  ,Plain,Kraft,200#,C,RSC,,,,,1580,25,250,Each,1.5
CB,11414201,Corrugated Box,Corrugated Boxes,14,14,20,Corrugated Box 14 X 14 X 20  ,Plain,Kraft,200#,C,RSC,,,,,1939,25,250,Each,1.67
CB,11414241,Corrugated Box,Corrugated Boxes,14,14,24,Corrugated Box 14 X 14 X 24  ,Plain,Kraft,200#,C,RSC,,,,,1867,15,270,Each,1.648
CB,11414301,Corrugated Box,Corrugated Boxes,14,14,30,"Corrugated Box 14 X 14 X 30   W/ 2-1/4"" SCORE ON TOP FLAPS",Plain,Kraft,200#,C,RSC,,,,,2155,15,270,Each,2.234
CB,11414361,Corrugated Box,Corrugated Boxes,14,14,36,Corrugated Box 14 X 14 X 36  ,Plain,Kraft,200#,C,RSC,,,,,2442,15,270,Each,2.31
CB,11414401,Corrugated Box,Corrugated Boxes,14,14,40,Corrugated Box 14 X 14 X 40,Plain,Kraft,200#,C,RSC,,,,,3949,15,270,Each,3.07
CB,11408041,Corrugated Box,Corrugated Boxes,14,8,4,Corrugated Box 14-1/8 X 8-5/8 X 4  ,Plain,Kraft,200#,C,RSC,,,,,520,25,750,Each,0.796
CB,11408101,Corrugated Box,Corrugated Boxes,14,8,10,Corrugated Box 14-1/8 X 8-5/8 X 10,Plain,Kraft,200#,C,RSC,,,,,750,25,500,Each,1.03
CB,11408121,Corrugated Box,Corrugated Boxes,14,8,12,Corrugated Box 14-1/8 X 8-5/8 X 12  ,Plain,Kraft,200#,C,RSC,,,,,830,25,500,Each,0.959
CB,11411061,Corrugated Box,Corrugated Boxes,14,11,6,Corrugated Box 14-1/8 X 11-3/4 X 6-5/16  ,Plain,Kraft,200#,C,RSC,,,,,853,25,500,Each,0.81
CB,11409121,Corrugated Box,Corrugated Boxes,14,9,12,Corrugated Box 14-1/2 X 9-1/2 X 12  ,Plain,Kraft,200#,C,RSC,,,,,926,25,500,Each,0.837
CB,11410091,Corrugated Box,Corrugated Boxes,14,10,9,Corrugated Box 14-1/2 X 10 X 9  ,Plain,Kraft,200#,C,RSC,,,,,840,25,500,Each,0.823
CB,11413041,Corrugated Box,Corrugated Boxes,14,13,4,Corrugated Box 14-1/2 X 13 X 4-1/2  ,Plain,Kraft,200#,C,RSC,,,,,870,25,500,Each,1.087
CB,11507051,Corrugated Box,Corrugated Boxes,15,7,5,Corrugated Box 15 X 7 X 5  ,Plain,Kraft,200#,C,RSC,,,,,471,25,1000,Each,0.496
CB,11508071,Corrugated Box,Corrugated Boxes,15,8,7,Corrugated Box 15 X 8 X 7  ,Plain,Kraft,200#,C,RSC,,,,,652,25,1000,Each,0.697
CB,11509081,Corrugated Box,Corrugated Boxes,15,9,8,Corrugated Box 15 X 9 X 8  ,Plain,Kraft,200#,C,RSC,,,,,741,25,500,Each,0.666
CB,11509061,Corrugated Box,Corrugated Boxes,15,9,6,Corrugated Box 15 X 9-1/4 X 6  ,Plain,Kraft,200#,C,RSC,,,,,675,25,750,Each,0.388
CB,11509062,Corrugated Box,Corrugated Boxes,15,9,6,Corrugated Box 15 X 9-3/4 X 6-1/4  ,Plain,Kraft,200#,C,RSC,,,,,737,25,750,Each,0.908
CB,11510051,Corrugated Box,Corrugated Boxes,15,10,5,Corrugated Box 15 X 10 X 5,Plain,Kraft,200#,C,RSC,,,,,544,25,750,Each,0.534
CB,11510141,Corrugated Box,Corrugated Boxes,15,10,14,Corrugated Box 15 X 10 X 14  ,Plain,Kraft,200#,C,RSC,,,,,1071,25,500,Each,0.792
CB,11511071,Corrugated Box,Corrugated Boxes,15,11,7,Corrugated Box 15 X 11 X 7  ,Plain,Kraft,200#,C,RSC,,,,,846,25,500,Each,0.755
CB,11511111,Corrugated Box,Corrugated Boxes,15,11,11,Corrugated Box 15 X 11 X 11  ,Plain,Kraft,200#,C,RSC,,,,,1025,25,500,Each,1.234
CB,11512041,Corrugated Box,Corrugated Boxes,15,12,4,Corrugated Box 15 X 12 X 4  ,Plain,Kraft,200#,C,RSC,,,,,847,25,500,Each,0.52
CB,11512081,Corrugated Box,Corrugated Boxes,15,12,8,Corrugated Box 15 X 12 X 8  ,Plain,Kraft,200#,C,RSC,,,,,870,25,500,Each,0.881
CB,11512101,Corrugated Box,Corrugated Boxes,15,12,10,Corrugated Box 15 X 12 X 10  ,Plain,Kraft,200#,C,RSC,,,,,1062,25,500,Each,0.835
CB,11512121,Corrugated Box,Corrugated Boxes,15,12,12,Corrugated Box 15 X 12 X 12  ,Plain,Kraft,200#,C,RSC,,,,,1155,25,500,Each,0.932
CB,11513081,Corrugated Box,Corrugated Boxes,15,13,8,Corrugated Box 15 X 13 X 8  ,Plain,Kraft,200#,C,RSC,,,,,1150,25,500,Each,0.944
CB,11515041,Corrugated Box,Corrugated Boxes,15,15,4,Corrugated Box 15 X 15 X 4  ,Plain,Kraft,200#,C,RSC,,,,,1025,25,500,Each,0.74
CB,11515051,Corrugated Box,Corrugated Boxes,15,15,5,Corrugated Box 15 X 15 X 5  ,Plain,Kraft,200#,C,RSC,,,,,1090,25,500,Each,1.048
CB,11515061,Corrugated Box,Corrugated Boxes,15,15,6,Corrugated Box 15 X 15 X 6  ,Plain,Kraft,200#,C,RSC,,,,,1127,25,500,Each,0.82
CB,11515101,Corrugated Box,Corrugated Boxes,15,15,10,Corrugated Box 15 X 15 X 10,Plain,Kraft,200#,C,RSC,,,,,1332,25,250,Each,0.95
CB,11515121,Corrugated Box,Corrugated Boxes,15,15,12,Corrugated Box 15 X 15 X 12  ,Plain,Kraft,200#,C,RSC,,,,,1435,25,250,Each,1.174
CB,11515151,Corrugated Box,Corrugated Boxes,15,15,15,Corrugated Box 15 X 15 X 15  ,Plain,Kraft,200#,C,RSC,,,,,1588,15,270,Each,0.89
CB,11515201,Corrugated Box,Corrugated Boxes,15,15,20,Corrugated Box 15 X 15 X 20  ,Plain,Kraft,200#,C,RSC,,,,,1985,15,270,Each,1.606
CB,11515301,Corrugated Box,Corrugated Boxes,15,15,30,Corrugated Box 15 X 15 X 30  ,Plain,Kraft,200#,C,RSC,,,,,2357,15,270,Each,2.124
CB,11515361,Corrugated Box,Corrugated Boxes,15,15,36,Corrugated Box 15 X 15 X 36  ,Plain,Kraft,200#,C,RSC,,,,,2665,15,135,Each,2.65
CB,11515401,Corrugated Box,Corrugated Boxes,15,15,40,Corrugated Box 15 X 15 X 40  ,Plain,Kraft,200#,C,RSC,,,,,2870,15,270,Each,3.015
CB,11515421,Corrugated Box,Corrugated Boxes,15,15,42,Corrugated Box 15 X 15 X 42  ,Plain,Kraft,200#,C,RSC,,,,,3093,10,140,Each,3.473
CB,11515561,Corrugated Box,Corrugated Boxes,15,15,56,Corrugated Box 15 X 15 X 56  ,Plain,Kraft,200#,C,RSC,,,,,3690,10,130,Each,5.963
CB,11510061,Corrugated Box,Corrugated Boxes,15,10,6,Corrugated Box 15-3/4 X 10-3/4 X 6-3/8 - SS2 ,Plain,Kraft,200#,C,RSC,,,,,766,25,600,Each,0.48
CB,11510151,Corrugated Box,Corrugated Boxes,15,10,15,Corrugated Box 15-3/4 X 10-3/4 X 15-5/8,Plain,Kraft,200#,C,RSC,,,,,1155,25,500,Each,1.255
CB,11605051,Corrugated Box,Corrugated Boxes,16,5,5,Corrugated Box 16 X 5 X 5  ,Plain,Kraft,200#,C,RSC,,,,,397,25,1000,Each,0.464
CB,11606041,Corrugated Box,Corrugated Boxes,16,6,4,Corrugated Box 16 X 6 X 4  ,Plain,Kraft,200#,C,RSC,,,,,415,25,1000,Each,0.411
CB,11606061,Corrugated Box,Corrugated Boxes,16,6,6,Corrugated Box 16 X 6 X 6  ,Plain,Kraft,200#,C,RSC,,,,,491,25,500,Each,0.527
CB,11607071,Corrugated Box,Corrugated Boxes,16,7,7,Corrugated Box 16 X 7 X 7  ,Plain,Kraft,200#,C,RSC,,,,,592,25,750,Each,0.678
CB,11608061,Corrugated Box,Corrugated Boxes,16,8,6,Corrugated Box 16 X 8 X 6  ,Plain,Kraft,200#,C,RSC,,,,,617,25,750,Each,0.43
CB,11608081,Corrugated Box,Corrugated Boxes,16,8,8,Corrugated Box 16 X 8 X 8  ,Plain,Kraft,200#,C,RSC,,,,,700,25,750,Each,0.608
